#OTU_ID	KEGG_Description	KEGG_Pathways
K08036	transcription factor 1, hepatocyte nuclear factor 1-alpha (TCF1, HNF1A)	Human diseases;Endocrine and metabolic diseases;Maturity onset diabetes of the young|Cellular processes;Cellular community;Signaling pathways regulating pluripotency of stem cells
K08037	hepatocyte nuclear factor 4-gamma (NR2A2, HNF4G)	Human diseases;Endocrine and metabolic diseases;Maturity onset diabetes of the young
K08038	forkhead box protein A3, hepatocyte nuclear factor 3-gamma (FOXA3, HNF3G)	Human diseases;Endocrine and metabolic diseases;Maturity onset diabetes of the young
K08039	islet amyloid polypeptide (IAPP)	Human diseases;Endocrine and metabolic diseases;Maturity onset diabetes of the young
K08040	class B basic helix-loop-helix protein 8 (BHLHB8, MIST1)	Human diseases;Endocrine and metabolic diseases;Maturity onset diabetes of the young
K08041	adenylate cyclase 1 [EC:4.6.1.1] (ADCY1)	Metabolism;Nucleotide metabolism;Purine metabolism|Organismal Systems;Immune system;Platelet activation|Organismal Systems;Immune system;Chemokine signaling pathway|Organismal Systems;Endocrine system;Insulin secretion|Organismal Systems;Endocrine system;Regulation of lipolysis in adipocytes|Organismal Systems;Endocrine system;GnRH signaling pathway|Organismal Systems;Endocrine system;Ovarian steroidogenesis|Organismal Systems;Endocrine system;Estrogen signaling pathway|Organismal Systems;Endocrine system;Progesterone-mediated oocyte maturation|Organismal Systems;Endocrine system;Oxytocin signaling pathway|Organismal Systems;Endocrine system;Thyroid hormone synthesis|Organismal Systems;Endocrine system;Melanogenesis|Organismal Systems;Endocrine system;Aldosterone synthesis and secretion|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Organismal Systems;Digestive system;Salivary secretion|Organismal Systems;Digestive system;Gastric acid secretion|Organismal Systems;Digestive system;Pancreatic secretion|Organismal Systems;Digestive system;Bile secretion|Organismal Systems;Nervous system;Glutamatergic synapse|Organismal Systems;Nervous system;GABAergic synapse|Organismal Systems;Nervous system;Cholinergic synapse|Organismal Systems;Nervous system;Long-term potentiation|Organismal Systems;Nervous system;Retrograde endocannabinoid signaling|Organismal Systems;Sensory system;Inflammatory mediator regulation of TRP channels|Organismal Systems;Aging;Longevity regulating pathway - mammal|Organismal Systems;Environmental adaptation;Circadian entrainment|Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Substance dependence;Morphine addiction|Human diseases;Cardiovascular diseases;Dilated cardiomyopathy|Human diseases;Infectious diseases_Parasitic;Amoebiasis|Human diseases;Infectious diseases_Parasitic;Chagas disease (American trypanosomiasis)|Human diseases;Infectious diseases_Viral;HTLV-I infection|Cellular processes;Cell growth and death;Oocyte meiosis|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;Phospholipase D signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway
K08042	adenylate cyclase 2 [EC:4.6.1.1] (ADCY2)	Metabolism;Nucleotide metabolism;Purine metabolism|Organismal Systems;Immune system;Platelet activation|Organismal Systems;Immune system;Chemokine signaling pathway|Organismal Systems;Endocrine system;Insulin secretion|Organismal Systems;Endocrine system;Glucagon signaling pathway|Organismal Systems;Endocrine system;Regulation of lipolysis in adipocytes|Organismal Systems;Endocrine system;GnRH signaling pathway|Organismal Systems;Endocrine system;Ovarian steroidogenesis|Organismal Systems;Endocrine system;Estrogen signaling pathway|Organismal Systems;Endocrine system;Progesterone-mediated oocyte maturation|Organismal Systems;Endocrine system;Oxytocin signaling pathway|Organismal Systems;Endocrine system;Thyroid hormone synthesis|Organismal Systems;Endocrine system;Melanogenesis|Organismal Systems;Endocrine system;Aldosterone synthesis and secretion|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Organismal Systems;Digestive system;Salivary secretion|Organismal Systems;Digestive system;Gastric acid secretion|Organismal Systems;Digestive system;Pancreatic secretion|Organismal Systems;Digestive system;Bile secretion|Organismal Systems;Nervous system;Glutamatergic synapse|Organismal Systems;Nervous system;GABAergic synapse|Organismal Systems;Nervous system;Cholinergic synapse|Organismal Systems;Nervous system;Retrograde endocannabinoid signaling|Organismal Systems;Sensory system;Inflammatory mediator regulation of TRP channels|Organismal Systems;Aging;Longevity regulating pathway - mammal|Organismal Systems;Environmental adaptation;Circadian entrainment|Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Substance dependence;Morphine addiction|Human diseases;Cardiovascular diseases;Dilated cardiomyopathy|Human diseases;Infectious diseases_Viral;HTLV-I infection|Cellular processes;Cell growth and death;Oocyte meiosis|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;Phospholipase D signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway
K08043	adenylate cyclase 3 [EC:4.6.1.1] (ADCY3)	Metabolism;Nucleotide metabolism;Purine metabolism|Organismal Systems;Immune system;Platelet activation|Organismal Systems;Immune system;Chemokine signaling pathway|Organismal Systems;Endocrine system;Insulin secretion|Organismal Systems;Endocrine system;Regulation of lipolysis in adipocytes|Organismal Systems;Endocrine system;GnRH signaling pathway|Organismal Systems;Endocrine system;Ovarian steroidogenesis|Organismal Systems;Endocrine system;Estrogen signaling pathway|Organismal Systems;Endocrine system;Progesterone-mediated oocyte maturation|Organismal Systems;Endocrine system;Oxytocin signaling pathway|Organismal Systems;Endocrine system;Thyroid hormone synthesis|Organismal Systems;Endocrine system;Melanogenesis|Organismal Systems;Endocrine system;Aldosterone synthesis and secretion|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Organismal Systems;Digestive system;Salivary secretion|Organismal Systems;Digestive system;Gastric acid secretion|Organismal Systems;Digestive system;Pancreatic secretion|Organismal Systems;Digestive system;Bile secretion|Organismal Systems;Excretory system;Vasopressin-regulated water reabsorption|Organismal Systems;Nervous system;Glutamatergic synapse|Organismal Systems;Nervous system;GABAergic synapse|Organismal Systems;Nervous system;Cholinergic synapse|Organismal Systems;Nervous system;Retrograde endocannabinoid signaling|Organismal Systems;Sensory system;Olfactory transduction|Organismal Systems;Sensory system;Inflammatory mediator regulation of TRP channels|Organismal Systems;Aging;Longevity regulating pathway - mammal|Organismal Systems;Environmental adaptation;Circadian entrainment|Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Substance dependence;Morphine addiction|Human diseases;Cardiovascular diseases;Dilated cardiomyopathy|Human diseases;Infectious diseases_Viral;HTLV-I infection|Human diseases;Infectious diseases_Bacterial;Vibrio cholerae infection|Cellular processes;Cell growth and death;Oocyte meiosis|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;Phospholipase D signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway
K08044	adenylate cyclase 4 [EC:4.6.1.1] (ADCY4)	Metabolism;Nucleotide metabolism;Purine metabolism|Organismal Systems;Immune system;Platelet activation|Organismal Systems;Immune system;Chemokine signaling pathway|Organismal Systems;Endocrine system;Insulin secretion|Organismal Systems;Endocrine system;Regulation of lipolysis in adipocytes|Organismal Systems;Endocrine system;GnRH signaling pathway|Organismal Systems;Endocrine system;Ovarian steroidogenesis|Organismal Systems;Endocrine system;Estrogen signaling pathway|Organismal Systems;Endocrine system;Progesterone-mediated oocyte maturation|Organismal Systems;Endocrine system;Oxytocin signaling pathway|Organismal Systems;Endocrine system;Thyroid hormone synthesis|Organismal Systems;Endocrine system;Melanogenesis|Organismal Systems;Endocrine system;Aldosterone synthesis and secretion|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Organismal Systems;Digestive system;Salivary secretion|Organismal Systems;Digestive system;Gastric acid secretion|Organismal Systems;Digestive system;Pancreatic secretion|Organismal Systems;Digestive system;Bile secretion|Organismal Systems;Nervous system;Glutamatergic synapse|Organismal Systems;Nervous system;GABAergic synapse|Organismal Systems;Nervous system;Cholinergic synapse|Organismal Systems;Nervous system;Retrograde endocannabinoid signaling|Organismal Systems;Sensory system;Taste transduction|Organismal Systems;Sensory system;Inflammatory mediator regulation of TRP channels|Organismal Systems;Aging;Longevity regulating pathway - mammal|Organismal Systems;Environmental adaptation;Circadian entrainment|Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Substance dependence;Morphine addiction|Human diseases;Cardiovascular diseases;Dilated cardiomyopathy|Human diseases;Infectious diseases_Viral;HTLV-I infection|Cellular processes;Cell growth and death;Oocyte meiosis|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signal transduction;Calcium signaling pathway|Environmental information processing;Signal transduction;Phospholipase D signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway
K08045	adenylate cyclase 5 [EC:4.6.1.1] (ADCY5)	Metabolism;Nucleotide metabolism;Purine metabolism|Organismal Systems;Immune system;Platelet activation|Organismal Systems;Immune system;Chemokine signaling pathway|Organismal Systems;Endocrine system;Insulin secretion|Organismal Systems;Endocrine system;Regulation of lipolysis in adipocytes|Organismal Systems;Endocrine system;GnRH signaling pathway|Organismal Systems;Endocrine system;Ovarian steroidogenesis|Organismal Systems;Endocrine system;Estrogen signaling pathway|Organismal Systems;Endocrine system;Progesterone-mediated oocyte maturation|Organismal Systems;Endocrine system;Oxytocin signaling pathway|Organismal Systems;Endocrine system;Thyroid hormone synthesis|Organismal Systems;Endocrine system;Melanogenesis|Organismal Systems;Endocrine system;Renin secretion|Organismal Systems;Endocrine system;Aldosterone synthesis and secretion|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Organismal Systems;Digestive system;Salivary secretion|Organismal Systems;Digestive system;Gastric acid secretion|Organismal Systems;Digestive system;Pancreatic secretion|Organismal Systems;Digestive system;Bile secretion|Organismal Systems;Nervous system;Glutamatergic synapse|Organismal Systems;Nervous system;GABAergic synapse|Organismal Systems;Nervous system;Cholinergic synapse|Organismal Systems;Nervous system;Dopaminergic synapse|Organismal Systems;Nervous system;Serotonergic synapse|Organismal Systems;Nervous system;Retrograde endocannabinoid signaling|Organismal Systems;Sensory system;Inflammatory mediator regulation of TRP channels|Organismal Systems;Aging;Longevity regulating pathway - mammal|Organismal Systems;Environmental adaptation;Circadian entrainment|Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Neurodegenerative diseases;Parkinson's disease|Human diseases;Substance dependence;Cocaine addiction|Human diseases;Substance dependence;Amphetamine addiction|Human diseases;Substance dependence;Morphine addiction|Human diseases;Substance dependence;Alcoholism|Human diseases;Cardiovascular diseases;Dilated cardiomyopathy|Human diseases;Infectious diseases_Viral;HTLV-I infection|Cellular processes;Cell growth and death;Oocyte meiosis|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signal transduction;Phospholipase D signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway
K08046	adenylate cyclase 6 [EC:4.6.1.1] (ADCY6)	Metabolism;Nucleotide metabolism;Purine metabolism|Organismal Systems;Immune system;Platelet activation|Organismal Systems;Immune system;Chemokine signaling pathway|Organismal Systems;Endocrine system;Insulin secretion|Organismal Systems;Endocrine system;Regulation of lipolysis in adipocytes|Organismal Systems;Endocrine system;GnRH signaling pathway|Organismal Systems;Endocrine system;Ovarian steroidogenesis|Organismal Systems;Endocrine system;Estrogen signaling pathway|Organismal Systems;Endocrine system;Progesterone-mediated oocyte maturation|Organismal Systems;Endocrine system;Oxytocin signaling pathway|Organismal Systems;Endocrine system;Thyroid hormone synthesis|Organismal Systems;Endocrine system;Melanogenesis|Organismal Systems;Endocrine system;Renin secretion|Organismal Systems;Endocrine system;Aldosterone synthesis and secretion|Organismal Systems;Circulatory system;Adrenergic signaling in cardiomyocytes|Organismal Systems;Circulatory system;Vascular smooth muscle contraction|Organismal Systems;Digestive system;Salivary secretion|Organismal Systems;Digestive system;Gastric acid secretion|Organismal Systems;Digestive system;Pancreatic secretion|Organismal Systems;Digestive system;Bile secretion|Organismal Systems;Excretory system;Vasopressin-regulated water reabsorption|Organismal Systems;Excretory system;Endocrine and other factor-regulated calcium reabsorption|Organismal Systems;Nervous system;Glutamatergic synapse|Organismal Systems;Nervous system;GABAergic synapse|Organismal Systems;Nervous system;Cholinergic synapse|Organismal Systems;Nervous system;Retrograde endocannabinoid signaling|Organismal Systems;Sensory system;Taste transduction|Organismal Systems;Sensory system;Inflammatory mediator regulation of TRP channels|Organismal Systems;Aging;Longevity regulating pathway - mammal|Organismal Systems;Environmental adaptation;Circadian entrainment|Human diseases;Cancers_overview;Pathways in cancer|Human diseases;Substance dependence;Morphine addiction|Human diseases;Cardiovascular diseases;Dilated cardiomyopathy|Human diseases;Infectious diseases_Viral;HTLV-I infection|Cellular processes;Cell growth and death;Oocyte meiosis|Cellular processes;Cellular community;Gap junction|Environmental information processing;Signal transduction;Rap1 signaling pathway|Environmental information processing;Signal transduction;Phospholipase D signaling pathway|Environmental information processing;Signal transduction;cAMP signaling pathway|Environmental information processing;Signal transduction;cGMP-PKG signaling pathway
